ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE,new_income,age_cat
62223E71YV,43,M,"279,811",105,0,279811,1
62235G18IX,65,M,"772,186",484,1,772186,3
62241I46NC,65,M,"475,005",382,1,475005,3
62246W82ZI,58,F,"196,229",446,1,196229,3
62247Y79TM,54,M,"794,440",657,1,794440,4
62251W85WW,35,M,"177,945",440,1,177945,3
62257H05YK,53,M,"710,857",399,1,710857,3
62261N43IZ,47,F,"595,829",202,0,595829,2
62264O63XV,28,F,"384,323",368,1,384323,3
62265G85DS,49,M,"151,085",245,1,151085,2
62265J05YR,49,M,"423,533",450,1,423533,3
62266H03NO,63,F,"235,880",266,0,235880,2
62266Z84TJ,44,M,"182,339",160,0,182339,1
62267T72GJ,57,F,"119,784",941,1,119784,4
62267V78BS,41,F,"354,776",57,0,354776,1
62270I78YE,37,F,"461,104",684,1,461104,4
62271E87VC,32,F,"460,422",485,0,460422,3
62275F39QI,65,F,"412,845",223,0,412845,2
62278G54KH,58,F,"347,781",209,1,347781,2
62279E14QG,36,F,"374,475",291,0,374475,2
62283B31PD,28,M,"275,230",230,1,275230,2
62285O55BG,41,M,"163,188",250,0,163188,2
62289O80VX,55,F,"150,829",372,1,150829,3
62290H43AE,57,M,"621,215",812,1,621215,4
62294K76DI,50,M,"466,864",283,1,466864,2
62299V99EB,40,M,"604,568",443,1,604568,3
62303L95FJ,48,M,"272,974",370,1,272974,3
62304Z70HM,48,F,"737,085",736,0,737085,4
62307R05YZ,44,M,"562,184",405,1,562184,3
62308L35VE,58,M,"391,873",288,0,391873,2
62314K15ZI,32,F,"484,907",141,1,484907,1
62316A42BX,28,M,"212,216",276,1,212216,2
62322F88IA,61,M,"659,319",216,0,659319,2
62323A55BP,31,M,"133,709",295,0,133709,2
62328E49UG,38,M,"333,519",220,1,333519,2
62334I77YX,59,F,"362,848",212,1,362848,2
62334Q09OP,26,M,"142,503",256,0,142503,2
62335I76WK,36,F,"432,792",361,1,432792,3
62335M07EP,31,M,"210,560",118,0,210560,1
62336R54OG,58,M,"252,326",351,0,252326,2
62338I73BZ,38,F,"732,597",214,1,732597,2
62342A92PI,54,F,"312,235",323,0,312235,2
62343H77VI,27,M,"293,845",12,0,293845,1
62346C47GQ,63,M,"181,324",374,1,181324,3
62346O04QA,54,M,"780,385",946,1,780385,4
62348C57WZ,60,F,"498,576",347,1,498576,2
62356B81VY,28,M,"157,665",33,0,157665,1
62361O70YI,31,F,"364,120",276,0,364120,2
62361P83MB,26,F,"450,330",292,1,450330,2
62362E52VQ,56,F,"173,627",278,1,173627,2
62365Z56CI,27,M,"139,900",345,0,139900,2
62366R34VX,43,F,"460,096",462,1,460096,3
62367B89XJ,65,F,"171,757",342,1,171757,2
62367C44SY,56,F,"407,821",584,1,407821,4
62371C54FQ,63,F,"382,016",666,0,382016,4
62374O45NW,30,M,"274,033",439,1,274033,3
62374Z47XD,43,F,"490,021",260,0,490021,2
62376X22GC,32,M,"131,122",443,0,131122,3
62378G41ZB,57,F,"210,992",203,0,210992,2
62378P68IU,44,F,"340,981",211,0,340981,2
62382D29FX,35,M,"219,533",372,1,219533,3
62383U23OS,48,M,"447,554",492,0,447554,3
62384M78FK,60,M,"790,922",273,1,790922,2
62394R56EQ,35,F,"400,805",240,1,400805,2
62396M73IR,40,F,"415,003",552,1,415003,4
62401I33IP,49,M,"279,985",400,0,279985,3
62402W03OY,46,M,"673,805",252,0,673805,2
62403W77KB,38,M,"156,720",293,1,156720,2
62405W76GI,65,F,"222,915",105,1,222915,1
62405Y48QF,62,M,"647,338",359,0,647338,2
62408W20SY,55,M,"525,206",667,1,525206,4
62410B40DC,47,F,"325,845",16,0,325845,1
62410Z33XB,29,F,"417,053",277,1,417053,2
62414Q30NL,60,F,"321,136",189,0,321136,1
62416K30IL,26,M,"240,033",487,1,240033,3
62418O65NQ,45,M,"188,960",496,1,188960,3
62418Y53LF,32,F,"226,240",385,1,226240,3
62420C76JJ,51,F,"399,349",344,0,399349,2
62424A37GG,39,M,"305,099",317,0,305099,2
62426M04KN,64,F,"473,141",225,1,473141,2
62427R23VR,53,M,"584,133",335,0,584133,2
62432M21QL,57,F,"97,208",881,0,97208,4
62434N07VF,60,F,"227,227",263,0,227227,2
62437B27RS,47,F,"448,155",592,1,448155,4
62438U61RM,44,M,"206,942",69,0,206942,1
62439A29QX,60,F,"145,907",324,0,145907,2
62441G17YD,50,F,"762,544",348,1,762544,2
62441N81OP,57,F,"195,173",259,0,195173,2
62441P91XL,60,M,"149,891",249,0,149891,2
62442H85RY,37,F,"724,003",397,0,724003,3
62443B31MX,65,M,"662,124",293,0,662124,2
62449F97FC,43,F,"298,035",899,1,298035,4
62449H45WY,36,F,"502,760",429,1,502760,3
62458R87VL,31,F,"445,676",493,1,445676,3
62460J54DW,59,F,"86,888",218,0,86888,2
62462S46SQ,34,F,"323,857",362,1,323857,3
62465X09IG,33,F,"444,264",211,1,444264,2
62469Y56JS,50,M,"193,160",373,1,193160,3
62470U74QU,53,M,"364,566",146,0,364566,1
62471P16BN,36,M,"519,141",443,1,519141,3
62473D55ES,49,F,"684,667",488,1,684667,3
62473G43TA,46,M,"512,184",224,1,512184,2
62477Z44FK,43,F,"409,896",175,0,409896,1
62486C40QC,55,F,"521,112",233,1,521112,2
62495B02XN,38,F,"317,725",466,1,317725,3
62498E33IE,51,M,"736,576",321,1,736576,2
62501X69TU,58,F,"336,880",708,1,336880,4
62508U04OZ,43,F,"287,485",361,1,287485,3
62512K94DR,26,F,"388,907",457,1,388907,3
62513Q26WI,26,M,"231,906",146,0,231906,1
62516F41KV,61,F,"299,856",483,0,299856,3
62520Z13UO,37,M,"486,908",210,1,486908,2
62530I58LM,64,M,"400,570",1000,1,400570,4
62532L53JH,55,M,"104,859",610,1,104859,4
62533B36QX,46,M,"797,965",148,0,797965,1
62536F01SC,57,M,"697,510",317,0,697510,2
62536Q50UU,50,M,"296,813",287,1,296813,2
62537D70SX,62,F,"516,715",258,0,516715,2
62546A35BR,51,F,"101,709",274,0,101709,2
62546S12HQ,37,M,"281,023",312,0,281023,2
62548X41UV,40,M,"444,003",458,0,444003,3
62549V10GZ,34,F,"387,677",239,0,387677,2
62550D61UD,28,M,"204,573",233,1,204573,2
62552E36SP,60,M,"744,693",306,0,744693,2
62554N49DW,40,M,"138,481",345,0,138481,2
62562A79WS,49,F,"652,760",424,1,652760,3
62564J11TQ,56,M,"642,032",847,1,642032,4
62565Y71FW,37,M,"417,110",417,1,417110,3
62567I16SB,45,F,"581,357",364,1,581357,3
62569G39XK,60,F,"425,285",8,1,425285,1
62574L58GV,31,F,"303,657",435,1,303657,3
62579U78WD,46,M,"485,260",319,1,485260,2
62582H43YD,55,M,"764,745",394,1,764745,3
62584J92KF,49,M,"385,546",295,1,385546,2
62585D13DM,30,F,"213,597",443,1,213597,3
62585X66ZS,45,M,"787,429",74,0,787429,1
62588B50XD,64,M,"111,658",732,0,111658,4
62590H87GD,41,F,"752,464",213,0,752464,2
62592X59AI,29,F,"249,669",496,1,249669,3
62593C79EO,27,F,"319,301",497,0,319301,3
62594J03QL,53,M,"522,047",59,0,522047,1
62597D69ZX,27,F,"229,352",381,1,229352,3
62599X51AJ,36,F,"738,280",963,1,738280,4
62600B04RB,51,M,"222,331",306,0,222331,2
62600J63PG,28,F,"458,672",261,1,458672,2
62606T28GV,36,M,"249,248",465,0,249248,3
62607Z12ZK,29,M,"293,022",212,0,293022,2
62610O43VL,26,F,"202,205",172,1,202205,1
62610U33TX,25,F,"381,077",255,0,381077,2
62614T76BS,25,F,"378,391",436,1,378391,3
62615R72SN,43,F,"431,141",205,1,431141,2
62622K72YT,40,M,"405,133",490,1,405133,3
62623Z75JV,29,M,"113,579",502,1,113579,4
62624E13OF,30,F,"490,032",203,1,490032,2
62625P52HD,30,M,"200,815",282,0,200815,2
62625V23QT,42,M,"242,752",258,1,242752,2
62629H51FT,40,F,"656,152",601,1,656152,4
62634L33ZR,42,M,"159,738",410,0,159738,3
62634V61IP,48,M,"262,349",242,0,262349,2
62635S25QY,31,F,"376,264",411,1,376264,3
62642L09DU,62,F,"414,939",50,1,414939,1
62645F61HF,35,F,"411,091",239,0,411091,2
62646G85WV,51,F,"312,864",429,1,312864,3
62653S28FV,55,M,"334,782",902,1,334782,4
62654Q18YS,56,M,"405,421",788,1,405421,4
62658W75DE,64,M,"214,330",202,0,214330,2
62662V34MD,59,F,"159,653",68,0,159653,1
62667H18DE,39,F,"312,171",707,0,312171,4
62667Q06RW,30,F,"421,147",350,0,421147,2
62678H93PK,50,M,"310,060",344,1,310060,2
62678K06LZ,28,F,"332,979",368,0,332979,3
62682I48JB,28,M,"292,882",301,1,292882,2
62683Q70BJ,35,M,"176,133",950,1,176133,4
62683X30XS,45,F,"274,504",969,1,274504,4
62685E69NC,29,M,"110,336",87,0,110336,1
62691Y92VT,28,F,"437,592",184,1,437592,1
62694Q53MG,51,M,"267,205",264,1,267205,2
62698A91UU,37,M,"226,042",300,0,226042,2
62699U21PV,62,M,"723,339",390,1,723339,3
62700Z43GA,61,F,"179,435",224,1,179435,2
62705C32MN,50,M,"505,957",217,0,505957,2
62709F59YK,37,M,"555,331",594,1,555331,4
62710D82MI,45,M,"346,161",204,0,346161,2
62716B39FJ,56,M,"717,223",207,0,717223,2
62723V72GQ,37,M,"319,292",256,0,319292,2
62724F19YS,38,M,"667,352",377,1,667352,3
62726Q77KE,60,F,"169,224",76,0,169224,1
62728V65BY,30,F,"332,205",500,1,332205,4
62730Q59UJ,43,M,"340,820",353,0,340820,2
62733E71PG,41,M,"491,552",208,0,491552,2
62733K55GS,30,M,"102,616",450,1,102616,3
62737Q57PM,37,F,"280,731",600,1,280731,4
62738R49UW,37,M,"111,791",342,0,111791,2
62739W52NI,61,M,"683,488",304,1,683488,2
62740N32JA,61,F,"89,232",385,0,89232,3
62742A91LM,59,F,"112,200",325,0,112200,2
62742I05FE,51,M,"248,006",479,0,248006,3
62745X92XV,37,F,"296,301",388,1,296301,3
62746F16YX,51,F,"247,771",230,0,247771,2
62748G22PD,25,M,"146,481",211,0,146481,2
62755F89KX,46,M,"604,565",965,1,604565,4
62756X78XI,42,F,"282,784",838,1,282784,4
62757S52ZR,28,F,"322,592",176,1,322592,1
62764I16FB,28,M,"209,690",377,1,209690,3
62764V53QJ,54,M,"416,545",313,0,416545,2
62772X31CG,59,F,"492,624",497,1,492624,3
62774P92VT,60,F,"127,392",222,0,127392,2
62778N52FT,63,M,"797,306",935,0,797306,4
62779M06IL,32,M,"108,667",650,1,108667,4
62781R84PA,60,M,"255,828",946,1,255828,4
62783D11YU,31,F,"439,072",419,1,439072,3
62783I32VA,34,M,"287,728",357,0,287728,2
62786N39VI,29,F,"497,848",343,1,497848,2
62794J48WE,33,M,"252,486",413,1,252486,3
62799P62XA,28,F,"313,851",137,1,313851,1
62810X62UO,38,M,"354,235",303,0,354235,2
62813G02ZD,37,M,"464,976",206,1,464976,2
62820I08PS,55,M,"381,668",284,0,381668,2
62823W16UZ,53,M,"201,928",257,0,201928,2
62826X92MC,51,M,"76,938",421,0,76938,3
62829N81KW,27,M,"110,600",274,0,110600,2
62833T99DV,39,M,"484,879",205,0,484879,2
62834E77YL,48,F,"392,101",303,0,392101,2
62835B51EM,56,F,"197,357",435,1,197357,3
62837F85AF,28,F,"421,549",286,0,421549,2
62845B86GP,28,F,"419,342",491,0,419342,3
62845P86AC,33,F,"494,760",477,0,494760,3
62845V32ZW,25,F,"349,636",253,0,349636,2
62847E25KC,40,M,"241,652",411,0,241652,3
62858Y17PD,45,F,"610,075",322,0,610075,2
62861J62II,39,M,"628,397",362,1,628397,3
62862S42YJ,41,F,"499,264",517,1,499264,4
62862T74ZD,54,F,"433,469",449,1,433469,3
62864K69CA,64,F,"502,131",980,1,502131,4
62869L59AI,61,F,"479,949",964,1,479949,4
62876M54XA,33,M,"245,360",291,0,245360,2
62879X52BA,29,F,"455,246",297,0,455246,2
62886E64CW,61,F,"234,248",234,0,234248,2
62889H11ZC,55,F,"215,861",487,1,215861,3
62890Z91CW,40,M,"160,247",385,1,160247,3
62891C73VW,31,M,"278,816",801,1,278816,4
62892Q69ZL,30,M,"175,349",239,1,175349,2
62893P86CJ,29,M,"224,811",985,1,224811,4
62895I59AT,41,F,"547,285",313,1,547285,2
62895O39ET,59,M,"579,955",372,1,579955,3
62895W30JT,39,F,"588,995",245,1,588995,2
62898C27RZ,59,M,"606,795",278,0,606795,2
62900X42BW,52,M,"274,747",241,1,274747,2
62901H02NC,57,M,"248,995",398,1,248995,3
62907L03AC,27,M,"187,273",283,0,187273,2
62908A95AO,46,M,"574,224",363,1,574224,3
62909C72DT,48,M,"708,192",421,0,708192,3
62909T23AC,33,M,"264,886",101,1,264886,1
62912M43ST,44,M,"241,709",386,1,241709,3
62912O81ZM,52,M,"518,088",278,0,518088,2
62912U95IL,56,F,"325,144",834,1,325144,4
62917N00MS,58,F,"355,933",341,1,355933,2
62917P53QM,47,M,"198,338",202,0,198338,2
62918P64JK,25,M,"275,198",314,0,275198,2
62918Y22VK,37,M,"414,409",288,1,414409,2
62926H78LR,49,F,"451,467",354,1,451467,2
62927Y69KT,35,F,"336,507",297,0,336507,2
62928O59FE,45,M,"229,494",310,0,229494,2
62929B92CP,47,M,"503,304",91,1,503304,1
62931Z82IA,25,F,"262,475",326,1,262475,2
62932W42WG,51,M,"230,474",193,0,230474,1
62933U20IT,59,F,"390,195",81,1,390195,1
62938P23BF,59,M,"475,828",347,0,475828,2
62939F87KL,52,M,"435,924",469,1,435924,3
62945E42IS,44,M,"150,974",435,1,150974,3
62946M16ZR,33,F,"430,547",154,1,430547,1
62947Y21PA,34,F,"361,005",242,1,361005,2
62949O00BM,53,M,"305,720",325,1,305720,2
62953E93IK,58,F,"140,320",430,0,140320,3
62953J81AN,49,F,"294,771",492,1,294771,3
62955O58DL,63,F,"247,480",294,0,247480,2
62956A70CG,39,M,"305,691",313,0,305691,2
62957F95UI,29,F,"387,019",399,1,387019,3
62961L08FN,29,M,"181,323",210,1,181323,2
62964N89VS,42,F,"682,552",452,1,682552,3
62965H87WX,48,M,"127,708",446,1,127708,3
62975Y41MS,39,F,"309,091",246,1,309091,2
62979P50II,46,F,"427,323",575,1,427323,4
62989D19PX,59,M,"672,942",213,1,672942,2
62996U93FQ,62,M,"76,890",300,0,76890,2
62996Y28UR,38,M,"567,077",425,0,567077,3
62997E74NO,31,F,"440,576",243,1,440576,2
63004F38EZ,29,M,"283,420",446,1,283420,3
63006O31RW,42,F,"405,131",225,0,405131,2
63007M97HT,34,F,"463,375",435,1,463375,3
63008X20BR,60,M,"711,894",435,1,711894,3
63012M58UG,37,M,"518,064",339,1,518064,2
63014I44DG,31,F,"343,560",323,0,343560,2
63018T09SJ,50,F,"350,845",362,1,350845,3
63021O69KH,26,M,"155,275",274,0,155275,2
63025S29WW,37,M,"609,920",376,1,609920,3
63034D55TE,25,F,"239,205",291,1,239205,2
63035O82VF,40,M,"449,369",223,0,449369,2
63036C01HC,63,F,"110,733",148,0,110733,1
63037E40ZP,61,F,"447,269",384,1,447269,3
63041C02GO,63,F,"252,360",214,0,252360,2
63042J30IA,62,M,"210,824",186,0,210824,1
63044B86SJ,50,M,"203,028",456,0,203028,3
63047R49SH,44,F,"322,411",392,1,322411,3
63054T44IR,51,M,"397,646",769,1,397646,4
63056D17MX,64,F,"198,939",212,0,198939,2
63056K42PW,54,F,"299,168",567,0,299168,4
63060A28GE,55,F,"490,104",104,0,490104,1
63063L39ES,38,M,"456,080",433,1,456080,3
63064D25BX,40,F,"349,515",112,0,349515,1
63064U91YZ,55,M,"515,652",477,1,515652,3
63065S43AJ,58,M,"562,196",271,1,562196,2
63068H57XD,42,M,"389,001",269,0,389001,2
63070H86RX,65,F,"521,093",132,0,521093,1
63071M39OQ,40,M,"144,102",259,0,144102,2
63072B75DL,62,F,"447,720",483,0,447720,3
63073L99CZ,29,M,"141,600",281,0,141600,2
63073V32WT,39,M,"259,527",261,0,259527,2
63086A16BF,59,F,"356,205",326,1,356205,2
63086R18AM,57,F,"333,592",216,1,333592,2
63089M85IE,41,F,"463,845",940,0,463845,4
63090X55GU,26,F,"229,413",242,0,229413,2
63091E24FI,53,F,"94,413",176,0,94413,1
63091N70JZ,60,F,"291,693",73,0,291693,1
63092T75YG,53,M,"615,608",393,1,615608,3
63096M22JW,31,M,"106,154",207,0,106154,2
63099Y42KW,42,F,"373,949",563,0,373949,4
63106O02NA,28,M,"218,952",213,0,218952,2
63106Y21OA,31,F,"309,000",257,1,309000,2
63109X44GY,38,F,"271,915",194,0,271915,1
63109Y30BG,45,M,"416,632",434,1,416632,3
63110O77GI,45,M,"613,701",4,0,613701,1
63113E47ZD,26,M,"154,306",435,1,154306,3
63113J80TE,53,M,"539,179",246,0,539179,2
63119F49DX,57,M,"350,729",821,1,350729,4
63120G97ML,45,M,"316,174",445,1,316174,3
63120V21EB,57,M,"739,720",262,1,739720,2
63122J74XU,29,F,"236,165",160,0,236165,1
63124Y37IS,25,F,"197,869",440,1,197869,3
63131K26TX,50,M,"468,876",384,1,468876,3
63134Q45RO,40,F,"435,664",35,0,435664,1
63136G10RG,59,M,"118,595",369,0,118595,3
63137Q19LE,26,F,"399,499",265,0,399499,2
63143H97HS,57,F,"161,560",276,0,161560,2
63143U61ZM,60,F,"264,400",461,1,264400,3
63147L03FN,45,M,"387,634",296,1,387634,2
63147Y16YZ,42,M,"114,374",269,0,114374,2
63150R84TQ,31,F,"490,128",242,0,490128,2
63150V07UE,59,F,"87,128",366,0,87128,3
63154L31GH,58,M,"351,877",76,1,351877,1
63155F15FG,28,F,"390,912",208,0,390912,2
63156G20GS,34,M,"183,712",418,1,183712,3
63158Q32HL,43,M,"420,843",152,0,420843,1
63162T32KJ,27,F,"184,128",218,0,184128,2
63163J92HB,49,F,"282,816",199,1,282816,1
63174T11VS,59,M,"413,218",660,1,413218,4
63174Z63DU,42,F,"517,059",145,0,517059,1
63178V08VD,27,M,"154,544",656,0,154544,4
63179O99GK,59,M,"303,915",273,0,303915,2
63181U11ES,53,F,"239,720",344,0,239720,2
63185P80QB,32,F,"413,688",231,1,413688,2
63186T78QF,27,M,"199,544",329,0,199544,2
63191H48YY,33,F,"334,021",313,0,334021,2
63196L26DR,63,F,"202,491",755,1,202491,4
63198P99EP,57,M,"364,293",83,1,364293,1
63201U51JM,57,F,"500,213",241,0,500213,2
63202E42IX,41,M,"381,138",465,1,381138,3
63202K30KU,30,F,"296,928",390,1,296928,3
63209H58AN,49,M,"126,102",393,1,126102,3
63209P15TA,62,M,"779,000",983,0,779000,4
63213B55CM,38,F,"458,053",239,0,458053,2
63222I22WU,60,F,"415,099",265,0,415099,2
63222O74VN,48,F,"367,317",368,1,367317,3
63225B54RR,46,M,"203,897",473,1,203897,3
63226B24EC,47,F,"471,472",396,1,471472,3
63226M70FR,38,M,"506,909",19,0,506909,1
63227J18DB,50,M,"410,435",218,1,410435,2
63227L19GK,39,M,"539,216",135,0,539216,1
63229G66LY,58,M,"530,744",223,0,530744,2
63229W91CZ,64,F,"248,451",137,0,248451,1
63230T79RA,51,F,"307,720",349,1,307720,2
63231D76JZ,50,M,"425,777",366,1,425777,3
63234L26CR,45,M,"149,736",485,1,149736,3
63249M82VX,51,M,"113,772",436,0,113772,3
63252T69YK,44,M,"218,629",438,0,218629,3
63255G86LI,57,M,"654,139",144,0,654139,1
63256B26LX,27,F,"364,795",322,1,364795,2
63260B66VC,28,M,"147,761",570,0,147761,4
63262L02QW,57,M,"185,399",357,1,185399,2
63263L02LD,35,F,"281,925",258,1,281925,2
63269P21QS,37,M,"411,859",299,0,411859,2
63273Q34HW,34,M,"162,110",219,0,162110,2
63278Y46US,29,F,"324,711",281,1,324711,2
63285H76RW,42,F,"444,240",267,0,444240,2
63287N65VK,45,M,"790,091",626,1,790091,4
63287W99ZW,54,M,"413,979",119,0,413979,1
63295K62CC,65,F,"149,088",569,1,149088,4
63303Z89VT,58,F,"412,317",326,0,412317,2
63308H17PP,60,F,"313,621",58,1,313621,1
63316A51CO,50,F,"794,243",372,1,794243,3
63317H61JB,62,M,"290,082",653,1,290082,4
63320X03IQ,57,F,"94,613",697,0,94613,4
63324M41AU,63,M,"686,170",506,1,686170,4
63324O83BS,51,M,"662,312",495,1,662312,3
63324X54SQ,34,F,"205,336",49,0,205336,1
63325V93BG,45,M,"122,084",482,1,122084,3
63325X29DN,47,M,"427,143",491,1,427143,3
63328I73PJ,65,M,"401,512",30,0,401512,1
63328L61LM,60,M,"349,321",1005,1,349321,4
63329N80RC,38,M,"641,947",76,0,641947,1
63329V01UM,46,M,"178,499",201,0,178499,2
63330U71AP,33,M,"132,729",309,1,132729,2
63331H42QR,27,F,"180,835",102,0,180835,1
63331Z67AF,36,F,"314,813",431,0,314813,3
63334E27HR,51,F,"449,168",656,1,449168,4
63342R97LH,25,F,"469,051",461,0,469051,3
63345E36QJ,34,M,"191,106",452,0,191106,3
63345J16NB,37,M,"242,397",357,1,242397,2
63346S89TY,45,M,"139,118",360,0,139118,3
63346Z23NG,45,F,"308,843",233,1,308843,2
63350W01BN,48,M,"193,061",216,1,193061,2
63357M02FI,52,F,"198,219",63,0,198219,1
63358P46WA,65,M,"601,052",688,1,601052,4
63360F57IJ,36,M,"298,327",463,1,298327,3
63360X66BM,53,F,"322,875",45,1,322875,1
63360X82LF,47,M,"399,176",459,1,399176,3
63367F52TR,42,M,"315,569",372,1,315569,3
63371I93YG,42,F,"636,693",222,1,636693,2
63371N76EX,39,M,"711,603",483,0,711603,3
63372L82GD,53,M,"161,513",369,1,161513,3
63383B15CR,38,M,"726,589",206,0,726589,2
63383Q39CG,58,F,"377,683",231,0,377683,2
63383Y65BK,54,M,"171,721",75,0,171721,1
63387W32IZ,46,F,"386,184",748,1,386184,4
63392B96IN,55,M,"467,126",624,1,467126,4
63395Z00JF,30,M,"214,755",74,1,214755,1
63397P98GT,28,F,"158,408",445,0,158408,3
63402Z17SG,33,F,"252,365",372,0,252365,3
63404L36BE,27,M,"245,553",273,1,245553,2
63405Q47RF,45,M,"426,039",404,1,426039,3
63408G95CE,50,M,"409,202",265,0,409202,2
63412U46NN,48,M,"117,991",314,0,117991,2
63413Q77JB,37,F,"433,947",945,1,433947,4
63422Z53FV,40,M,"342,518",285,1,342518,2
63423M87JQ,64,M,"620,824",112,1,620824,1
63425F59CC,35,F,"305,075",240,0,305075,2
63433Z27OM,27,M,"177,180",185,0,177180,1
63433Z31OO,32,M,"255,705",305,1,255705,2
63444N24BP,40,M,"284,682",319,1,284682,2
63449V19UP,32,F,"414,053",395,1,414053,3
63454H09CJ,26,F,"493,485",150,1,493485,1
63455L62RF,38,M,"561,323",351,1,561323,2
63455R23SM,32,M,"173,664",241,1,173664,2
63456E43YA,61,M,"721,491",3,0,721491,1
63456R71WU,51,F,"233,925",211,1,233925,2
63457Y11AX,26,F,"315,722",489,1,315722,3
63460F83YE,58,M,"591,994",567,1,591994,4
63461L89GW,65,F,"370,120",334,1,370120,2
63461U29PP,57,F,"443,067",577,1,443067,4
63462Q25ZT,56,M,"496,324",351,0,496324,2
63464B00GC,28,M,"127,804",352,0,127804,2
63466N65HX,25,M,"286,216",711,1,286216,4
63469L73SP,35,M,"129,169",369,1,129169,3
63469P12CM,62,F,"211,899",69,0,211899,1
63470F73EZ,45,F,"577,613",384,1,577613,3
63474L36HY,57,F,"300,931",38,1,300931,1
63477Q75OW,58,F,"402,872",329,1,402872,2
63480A09HQ,25,M,"181,222",875,1,181222,4
63482O67LV,58,F,"100,592",381,0,100592,3
63483B92IR,54,F,"168,931",349,0,168931,2
63485U06JK,42,M,"794,768",707,1,794768,4
63487R27KS,58,F,"376,251",297,1,376251,2
63489G96FD,57,M,"521,256",68,0,521256,1
63493T61DD,50,F,"467,528",436,0,467528,3
63497R97NG,58,F,"243,571",365,1,243571,3
63497Z47MB,48,F,"786,091",377,1,786091,3
63498S39ZP,57,M,"504,699",341,0,504699,2
63503K77YA,58,M,"156,225",261,1,156225,2
63506I88WT,51,M,"722,307",212,0,722307,2
63507I22SQ,55,M,"127,013",479,1,127013,3
63508G80EG,27,F,"450,643",249,1,450643,2
63509D78SZ,26,F,"234,965",278,1,234965,2
63509D99QO,37,M,"176,119",210,1,176119,2
63510Q74VV,60,F,"468,696",246,0,468696,2
63511F10DJ,43,M,"348,496",482,1,348496,3
63513I00GL,55,F,"287,869",766,1,287869,4
63514S38FW,35,M,"271,418",832,1,271418,4
63516Z22PQ,36,F,"365,867",727,1,365867,4
63518Q73RY,25,F,"263,493",396,1,263493,3
63518W39KI,36,F,"476,853",438,1,476853,3
63519N11KV,55,M,"272,706",330,1,272706,2
63520S24QT,53,M,"75,709",663,1,75709,4
63526H01FJ,45,M,"367,513",175,1,367513,1
63526V31QO,37,F,"439,795",218,0,439795,2
63528M01JD,43,M,"179,616",388,1,179616,3
63533K18DQ,27,F,"441,303",341,1,441303,2
63533N33VV,44,M,"320,088",260,1,320088,2
63538U47VU,35,F,"322,659",361,1,322659,3
63538V05DJ,53,F,"218,168",827,1,218168,4
63540D39TL,50,F,"273,485",79,1,273485,1
63541E43QM,39,M,"190,273",349,0,190273,2
63542O14MA,46,M,"120,135",490,0,120135,3
63543A28CB,47,F,"701,464",390,1,701464,3
63544Y38YQ,65,F,"407,619",310,0,407619,2
63549M55UF,44,M,"362,717",390,1,362717,3
63552O55FI,44,M,"402,466",470,0,402466,3
63553V64JE,62,F,"454,984",228,0,454984,2
63558W25TJ,48,M,"315,407",260,0,315407,2
63560G28TM,34,M,"274,114",429,1,274114,3
63561K69FX,56,F,"272,749",224,0,272749,2
63562S25BP,60,F,"119,955",394,0,119955,3
63563S27JI,26,F,"134,083",493,0,134083,3
63564Y79KL,44,M,"638,029",99,0,638029,1
63566B52JU,55,M,"245,329",250,0,245329,2
63570X96NQ,64,M,"449,051",247,0,449051,2
63576Q46LM,55,M,"216,018",468,1,216018,3
63577U38GB,26,M,"164,146",447,0,164146,3
63580A11BS,59,F,"125,461",234,0,125461,2
63596E20JY,41,F,"524,757",590,1,524757,4
63598B48YY,36,M,"102,504",230,0,102504,2
63600N59ZG,48,F,"369,051",302,0,369051,2
63605O34OJ,35,F,"262,739",338,1,262739,2
63608Q15AD,62,F,"96,365",835,1,96365,4
63609D74SG,44,M,"638,307",63,0,638307,1
63614T05LT,50,F,"715,763",480,1,715763,3
63615G72DZ,40,F,"674,509",252,0,674509,2
63616O93EY,53,M,"344,594",311,0,344594,2
63617D66AL,60,M,"644,871",854,1,644871,4
63619Z55XV,64,F,"353,155",205,0,353155,2
63620F10SK,48,F,"350,525",390,1,350525,3
63622G01JB,48,M,"457,734",336,1,457734,2
63626C93QA,61,F,"257,587",395,1,257587,3
63630T23WL,51,F,"494,976",33,1,494976,1
63632N91DT,25,M,"239,148",299,1,239148,2
63635N83SX,65,M,"354,935",674,1,354935,4
63636E85VU,65,F,"472,589",34,1,472589,1
63637E46AQ,51,M,"660,377",309,1,660377,2
63637M50DV,63,M,"528,450",129,0,528450,1
63642J00VV,64,F,"276,107",974,1,276107,4
63646E61ON,39,F,"366,016",363,1,366016,3
63647A66JA,50,M,"721,651",85,1,721651,1
63647B83RS,33,M,"226,038",41,0,226038,1
63648M36KJ,54,M,"273,216",207,0,273216,2
63649R10KV,30,F,"433,205",464,1,433205,3
63652G53NM,47,F,"595,160",428,0,595160,3
63652V47WM,36,M,"394,367",350,0,394367,2
63658B09AN,62,M,"762,463",277,0,762463,2
63658T42TF,29,M,"102,693",674,1,102693,4
63662F26SB,46,M,"670,736",939,1,670736,4
63663N13DB,55,M,"198,593",711,1,198593,4
63663P85GM,62,F,"345,451",318,0,345451,2
